backside,ひっぷ
muskrat (Ondatra zibethicus),ますくらっと
mask read-only-memory,ますくろむ
MROM,ますくろむ
mask ROM,ますくろむ
massed calisthenics (和製: mass game),ますげーむ
massed gymnastics,ますげーむ
musket,ますけっとじゅう
mascot,ますこっと
mass communication,ますこみ
the media,ますこみ
mass communication (和製: mass garbage),ますごみ
the media,ますごみ
mass communication,ますこみゅにけーしょん
the media,ますこみゅにけーしょん
mass collaboration, e.g. Wikipedia,ますこみゅにけーしょん
mass consumption,ますこんさんぷしょん
Masscomp,ますこんぷ
mass screening,ますすくりーにんぐ
mass sale,ますせーる
mass sales,ますせーるす
mass society,ますそさえてぃー
to master,ますた
to learn,ますた
proprietor,ますた
manager,ますた
bar-owner,ますた
master (e.g. arts, science),ますた
to master,ますたー
to learn,ますたー
proprietor,ますたー
manager,ますたー
bar-owner,ますたー
master (e.g. arts, science),ますたー
master scuba diver,ますたー・すくーば・だいばー
development deadline (和製: master up),ますたーあっぷ
master of ceremonies,ますたーおぶせれもにー
master key,ますたーきー
master course,ますたーこーす
master code,ますたーこーど
master scuba diver,ますたーすくーばだいばー
Masters Golf Tournament,ますたーずごるふ
original disk,ますたーでぃすく
master data,ますたーでーた
master tape,ますたーてーぷ
mustard,ますたーど
mustard gas,ますたーどがす
mustard sauce,ますたーどそーす
master hub,ますたーはぶ
masterpiece,ますたーぴーす
master file,ますたーふぁいる
master plan,ますたーぷらん
masturbation,ますたーべいしょん
master page,ますたーぺーじ
masturbation,ますたーべーしょん
master monitor,ますたーもにたー
masterwork,ますたーわーく
master workstation,ますたーわーくすてーしょん
master document,ますたどきゅめんと
master drive,ますたどらいぶ
mastaba,ますたば
mastabah,ますたば
master boot record,ますたぶーとれこーど
MBR,ますたぶーとれこーど
mastering,ますたりんぐ
mustang,ますたんぐ
mastiff (dog breed),ますちふ
mass democracy,ますでもくらしー
mast,ますと
must-have (和製: must item),ますとあいてむ
essential item,ますとあいてむ
mastodon,ますとどん
mass fashion,ますふぁっしょん
mass production,ますぷろ
mass production,ますぷろだくしょん
mass movement,ますむーぶめんと
mass media,ますめでぃあ
mazurka,まずるか
to jerk off,ますをかく
to masturbate,ますをかく
Magellan,まぜらん
Magellanic Clouds,まぜらんうん
Magellan Passport,まぜらんぱすぽーと
Magellanic penguin (Spheniscus magellanicus),まぜらんぺんぎん
magenta,まぜんた
masochist,まぞ
masochism,まぞ
masochist,まぞひすと
masochism,まそひずむ
masochism,まぞひずむ
Gospel of Matthew (book of the Bible),またいでん
the Gospel according to Matthew (book of the Bible),またいによるふくいんしょ
Gospel of Matthew (book of the Bible),またいふくいんしょ
Japanese timber bamboo (Phyllostachys bambsoides),まだけ
giant timber bamboo,まだけ
madake,まだけ
common octopus (Octopus vulgaris),まだこ
silver vine (Actinidia polygama) (attracts cats, hence sometimes called catnip),またたび
matador,またどーる
maternity,またにてぃー
maternity dress,またにてぃーどれす
maternity blue,またにてぃーぶるー
postpartum blues,またにてぃぶるー
madame,まだむ
madam killer,まだむきらー
firebrat (species of bristletail, Thermobia domestica),まだらしみ
Cape pigeon,まだらふるまかもめ
Cape petrel,まだらふるまかもめ
pintado petrel (Daption capense),まだらふるまかもめ
material,まちえーる
artistic effect,まちえーる
Toyotamaphimeia machikanensis (Japanese fossil species of crocodilian),まちかねわに
machismo,まちずも
#NAME?,まちっく
matinee,まちね
matinee,まちねー
Pinaceae (plant family),まつか
pine,まつか
McCarthyism,まっかーしずむ
Japanese pinecone fish (Monocentris japonica),まつかさうお
alcoholic beverage made from flour or sticky rice (kor: maggeoli),まっかり
McCulloch,まっかろー
Macintosh,まっきんとっしゅ
mackintosh (coat),まっきんとっしゅ
Mac,まっく
McDonald's,まっく
mug,まっぐ
maximum,まっくす
max,まっくす
mux (multiplexor),まっくす
maximin rule,まっくすみんるーる
Macintosh version,まっくはん
muckraker,まっくれーかー
sperm whale,まっこうくじら
makgeolli (Korean alcoholic beverage),まっこり
massage,まっさーじ
masseuse,まっさーじし
masseur,まっさーじし
massage chair,まっさーじちぇあ
massage therapy,まっさーじりょうほう
massage therapist,まっさーじりょうほうし
massive attack,まっしぶあたっく
mash,まっしゅ
mashed potato,まっしゅぽてと
mushroom,まっしゅるーむ
mushroom cut,まっしゅるーむかっと
bowl cut,まっしゅるーむかっと
moptop,まっしゅるーむかっと
mass,まっす
matsutake mushroom,まつたけ
matcH (contest, lighting fires. etc.),まっち
match(ing) operator,まっちえんざんし
matchbox,まっちばこ
match play,まっちぷれー
match point,まっちぽいんと
matchstick,まっちぼう
stirring up trouble to get credit from the solution (和製: match pump, i.e. lighting a match and then putting it out with a water pump),まっちぽんぷ
macho,まっちょ
matching,まっちんぐ
matzo,まっつぉ
matzoh,まっつぉ
matzo,まっつぉー
matzoh,まっつぉー
mat,まっと
matte (metallurgical),まっと
matte,まっと
matt,まっと
mat (finish, etc.),まっと
mud,まっど
mad,まっど
matte color,まっとからー
mad scientist,まっどさいえんてぃすと
matte paper,まっとし
to be knocked out,まっとにしずむ
to be overwhelmed,まっとにしずむ
to be flabbergasted,まっとにしずむ
to be thrown for a loop,まっとにしずむ
matte painting,まっとぺいんてぃんぐ
mattress,まっとれす
mattress pad (under a futon),まっとれす
pine siskin (Carduelis pinus),まつのきひわ
pinewood nematode (Bursaphelenchus xylophilus),まつのざいせんちゅう
Mach,まっは
trailing ice plant (Lampranthus spectabilis),まつばぎく
Mach number,まっはすう
mach band,まっはばんど
moss-rose purslane (Portulaca grandiflora),まつばぼたん
whisk fern (Psilotum nudum),まつばらん
MAPI,まっぴ
mapping,まっぴんぐ
map,まっぷ
muffin,まっふぃん
map click,まっぷくりっく
Poria cocos (species of basidiomycete used in Chinese medicine),まつほど
common hornwort (Ceratophyllum demersum),まつも
Analipus japonicus (species of brown alga),まつも
Notonecta triguttata (species of backswimmer),まつもむし
snowdrop (Galanthus nivalis),まつゆきそう
snow-flower,まつゆきそう
Arabian jasmine (Jasminum sambac),まつり
martini,まてぃーに
Madeira,までいら
Madeira wine,までいらしゅ
razor clam,まてがい
material balance,まてばら
materials handling,まてはん
material handling,まてはん
materialist,まてりありすと
materialism,まてりありずむ
material,まてりある
material handling,まてりある・はんどりんぐ
material balance,まてりあるばらんす
material handling,まてりあるはんどりんぐ
John Dory (Zeus faber),まとうだい
mademoiselle,まどもあぜる
muddler,まどらー
stir stick,まどらー
madrasa,まどらさ
madrasah,まどらさ
medrese,まどらさ
Madras,まどらす
Madras check,まどらすちぇっく
madrigal,まどりがる
matrix,まとりくす
matrix switcher,まとりくすすいっちゃー
matrix,まとりっくす
matrix size,まとりっくすさいず
row of a matrix,まとりっくすのぎょう
matrix mechanics,まとりっくすりきがく
madeleine,まどれーぬ
sailor (dut: matroos),まどろす
mutton,まとん
madonna,まどんな
manna,まな
manners,まなー
silent profile (in cell phones) (和製: manner mode),まなー・もーど
silent mode,まなー・もーど
vibrate mode,まなー・もーど
breach of manners,まなーいはん
breach of etiquette,まなーいはん
silent profile (in cell phones) (和製: manner mode),まなーもーど
silent mode,まなーもーど
vibrate mode,まなーもーど
manatee,まなてぃー
enthusiast,まにあ
mania,まにあ
enthusiasm,まにあ
maniac (as in rabid sport fan),まにあっく
enthusiast,まにあっく
manierisme,まにえりすむ
manioc,まにおく
manicure,まにきゅあ
nail polish,まにきゅあ
varnish,まにきゅあ
Manichaeism,まにきょう
mannish,まにっしゅ
mannish look,まにっしゅるっく
mannitol (artificial sweetener),まにとーる
Manitoba,まにとば
manipulate,まにぴゅれいと
manipulation,まにぴゅれーしょん
manipulator,まにぴゅれーた
manipulator,まにぴゅれーたー
manifesto,まにふぇすと
Manifest Destiny,まにふぇすとですてぃにー
manifold,まにほーるど
enthusiast,まにや
mania,まにや
enthusiasm,まにや
mania,まにや
manual,まにゅある
manual transmission (gear selection done by hand),まにゅある・しふと
formalization,まにゅあるか
standardization,まにゅあるか
regularization,まにゅあるか
manual transmission (gear selection done by hand),まにゅあるしふと
manual manipulator,まにゅあるまにぴゅれーたー
minutia,まにゅーしゃ
maneuver (e.g. flying),まにゅーばー
manouevre,まにゅーばー
manicure,まにゅきあ
nail polish,まにゅきあ
varnish,まにゅきあ
manuscript,まにゅすくりぷと
manufacture,まにゅふぁくちゃー
manufacture,まにゅふぁくちゅあ
Manila,まにら
Manila hemp (Musa textilis),まにらあさ
maneuver,まぬーばー
manoeuvre,まぬーばー
mannequin,まぬかん
manager (esp. of school sports clubs),まね
money,まねー
money game,まねーげーむ
money supply,まねーさぷらい
manage,まねーじ
managed code,まねーじこーど
managed float,まねーじどふろーと
management,まねーじめんと
management game,まねーじめんとげーむ
management consultant,まねーじめんとこんさるたんと
management cycle,まねーじめんとさいくる
management system,まねーじめんとしすてむ
management simulation,まねーじめんとしみゅれーしょん
manager (e.g. of a business, an idol, etc.),まねーじゃ
in a sports team (esp. at school) someone who does the routine drudge work,まねーじゃ
manager (e.g. of a business, an idol, etc.),まねーじゃー
in a sports team (esp. at school) someone who does the routine drudge work,まねーじゃー
manager role,まねーじゃのやくわり
money handling,まねーはんどりんぐ
money building,まねーびる
money flow,まねーふろー
money-flow table,まねーふろーひょう
money-flow analysis,まねーふろーぶんせき
money position,まねーぽじしょん
money market,まねーまーけっと
money management fund,まねーまねじめんとふぁんど
MMF,まねーまねじめんとふぁんど
moneymaker,まねーめーかー
money reserve fund,まねーりざーぶふぁんど
MRF,まねーりざーぶふぁんど
money laundering,まねーろーんだりんぐ
money laundering,まねーろんだりんぐ
mannequin,まねきん
mannequin girl,まねきんがーる
management,まねじめんと
manager (e.g. of a business, an idol, etc.),まねじゃー
in a sports team (esp. at school) someone who does the routine drudge work,まねじゃー
to monetize,まねたいず
monetarist,まねたりすと
monetarism,まねたりずむ
money laundering,まねろん
manometer,まのめーたー
maharaja,まはーらーじゃ
yellowfin goby (Acanthogobius flavimanus),まはぜ
