ozone layer,おぞんそう
convention bureau,こんべんしょんびゅーろー
convention hall,こんべんしょんほーる
combo,こんぼ
component,こんぽ
component stereo,こんぽ
convoy,こんぼい
composer,こんぽーざー
compote,こんぽーと
component,こんぽーねんと
component signal,こんぽーねんとしんごう
component stereo,こんぽーねんとすてれお
Component software,こんぽーねんとそふと
component type,こんぽーねんとたいぷ
component transaction monitor,こんぽーねんととらんざくしょんもにたー
CTM,こんぽーねんととらんざくしょんもにたー
composition,こんぽじしょん
composite,こんぽじっと
composite index,こんぽじっといんでっくす
composite signal,こんぽじっとしんごう
compost,こんぽすと
combo box,こんぼぼっくす
contemporary photograph,こんぽらしゃしん
convolution,こんぼりゅーしょん
convolvulus,こんぼるぶるす
convolvulus,こんぼるぼるす
comma,こんま
cedilla,こんま
below the decimal,こんまいか
of no account,こんまいか
concert master,こんます
commission,こんみっしょん
commune,こんみゅーん
communism,こんみゅにずむ
notes (ger: Kommentar),こんめんたーる
comments,こんめんたーる
annotations,こんめんたーる
con moto,こんもーと
portable cooking stove,こんろ
gas burner,こんろ
cornrow style (hairdo),こんろうすたいる
connecting rod (automotive),こんろっど
con-rod,こんろっど
the,ざ
Sir,さー
service,さーヴぃす
support system,さーヴぃす
goods or services without charge,さーヴぃす
saga,さーが
circus,さーかす
circus (company, troupe),さーかすだん
circadian rhythm,さーかでぃあんりずむ
circumscribe,さーかむすくらいぶ
circumscription,さーかむすくりぷしょん
circumflex,さーかむふれっくす
circuit,さーきっと
circuit emulation,さーきっとえみゅれーしょん
circuit emulation service,さーきっとえみゅれーしょんさーびす
circuit training,さーきっととれーにんぐ
circuit breaker,さーきっとぶれーかー
circular,さーきゅらー
circular skirt,さーきゅらーすかーと
circular pitch,さーきゅらーぴっち
circulation,さーきゅれーしょん
circulator,さーきゅれーたー
circular fluorescent lamp (Circuline),さーくらいん
circlip,さーくりっぷ
snap ring,さーくりっぷ
circle,さーくる
club (e.g. company sports club),さーくる
club activities,さーくるかつどう
group activities,さーくるかつどう
circlet,さーくれっと
surcoat,さーこーと
Xircom,ざーこむ
heavy rainfall,ざーざー
surge,さーじ
serge,さーじ
surge resistance,さーじたいりょく
surgetank,さーじたんく
surge resistance,さーじていこう
surge protector,さーじぷろてくた
sergeant,さーじゃんと
sardine,さーじん
surging,さーじんぐ
Thursday,さーずでー
sorry,さーせん
type of Okinawan doughnut (donut),さーたーあんだきー
search,さーち
search and recovery,さーちあんどりかばりー
search and recovery dive,さーちあんどりかばりー・だいぶ
search and recovery dive,さーちあんどりかばりーだいぶ
search engine,さーちえんじん
search engine optimization,さーちえんじんさいてきか
search engine optimization,さーちえんじんたいさく
search engine positioning,さーちえんじんぽじしょにんぐ
search permission,さーちきょか
rotational delay,さーちじかん
search time,さーちじかん
search time,さーちたいむ
search path,さーちぱす
search pattern,さーちぱたん
unsearchable,さーちふかのう
search string,さーちもじれつ
searcher,さーちゃー
surcharge,さーちゃーじ
searchlight,さーちらいと
sound of water,ざーっ
thirty,さーてぃ
thirty,さーてぃー
thirteen,さーてぃーん
certificate,さーてぃふぃけいと
certificate,さーてぃふぃけーと
sardine,さーでぃん
CERT,さーと
third (base, baseman, gear),さーど
sardonyx,さーどにっくす
third party,さーどぱーてぃ
third party,さーどぱーてぃー
third base,さーどべーす
third vender,さーどべんだ
server,さーば
server,さーばー
client-server model,さーばくらいあんとがた
server blade,さーばぶれーど
serval (Felis serval),さーばる
servant,さーばんと
debt collection (company, agency) (和製: servicer),さーびさー
service,さーびす
support system,さーびす
goods or services without charge,さーびす
service access point,さーびすあくせすてん
SAP,さーびすあくせすてん
service access point,さーびすあくせすぽいんと
SAP,さーびすあくせすぽいんと
service aspect,さーびすあすぺくと
ace (tennis) (和製: service ace),さーびすえーす
service area,さーびすえりあ
service end point,さーびすえんどぽいんと
service car,さーびすかー
service girl,さーびすがーる
service industry,さーびすぎょう
service sector,さーびすぎょう
denial of service attack,さーびすきょひこうげき
service class,さーびすくらす
service grade,さーびすぐれーど
service court,さーびすこーと
service outlet,さーびすこんせんと
service size,さーびすさいず
service industry,さーびすさんぎょう
service sector,さーびすさんぎょう
unpaid overtime,さーびすざんぎょう
service implementation,さーびすじつげん
service class,さーびすしゅべつ
service reliability,さーびすしんらいせい
service station,さーびすすてーしょん
service controls,さーびすせいぎょぐん
service center,さーびすせんたー
service type,さーびすたいぷ
service area boundary,さーびすていきょうくいき
service provider,さーびすていきょうしゃ
service area,さーびすていきょうちいき
SDU,さーびすでーたたんい
Service Data Unit,さーびすでーたたんい
ISDN,さーびすとうごうでぃじたるもう
integrated services digital network,さーびすとうごうでぃじたるもう
service content,さーびすないよう
service-dependent,さーびすにいそん
service restoration,さーびすのふっきゅう
restoration of service,さーびすのふっきゅう
General Agreement on Trade in Services,さーびすのぼうえきにかんするいっぱんきょうてい
GATS,さーびすのぼうえきにかんするいっぱんきょうてい
denial of service,さーびすのぼうがい
service house,さーびすはうす
Service Bureau,さーびすびゅーろー
quality of service,さーびすひんしつ
QOS,さーびすひんしつ
quality of service agreement, contract,さーびすひんしつけいやく
user handbook,さーびすびんらん
service handbook,さーびすびんらん
denial of service attack,さーびすふのうこうげき
service primitive,さーびすぷりみてぃぶ
service break,さーびすぶれーく
utility program,さーびすぷろぐらむ
service program,さーびすぷろぐらむ
service provider,さーびすぷろばいだ
denial of service attack,さーびすぼうがいこうげき
service mark,さーびすまーく
serviceman,さーびすまん
service yard,さーびすやーど
element of service,さーびすようそ
service element,さーびすようそ
service line,さーびすらいん
service charge,さーびすりょう
service charge,さーびすりょうきん
utility routine,さーびするーちん
service routine,さーびするーちん
utility routine (program),さーびするーちんぷろぐらむ
service routine (program),さーびするーちんぷろぐらむ
service room,さーびするーむ
service load,さーびすろーど
surf,さーふ
serve,さーぶ
surfer,さーふぁー
serve and volley,さーぶあんどぼれー
surface model,さーふぃすもでる
surfing,さーふぃん
surface model,さーふぇいすもでる
surf casting,さーふきゃすてぃんぐ
surf cast,さーふきゃすと
surf jet,さーふじぇっと
surf ski,さーふすきー
surf trolling,さーふとろーりんぐ
surf pants,さーふぱんつ
serve point,さーぶぽいんと
surfboard,さーふぼーど
surf music,さーふみゅーじっく
surf rider,さーふらいだー
surplus,さーぷらす
sabre (dut: sabel),さーぶる
saber,さーぶる
servlet,さーぶれっと
surf roller,さーふろーらー
survey,さーべい
surveyor,さーべいやー
surveillance,さーべいらんす
sabre (dut: sabel),さーべる
saber,さーべる
sabre-toothed tiger (prehistoric feline, Smilodon californicus) (和製: sabre tiger),さーべるたいがー
saber-toothed tiger,さーべるたいがー
servo,さーぼ
servomechanism,さーぼきこう
servo-brake,さーぼぶれーき
servomotor,さーぼもーたー
thermal,さーまる
thermal printer,さーまるぷりんた
thermal printer,さーまるぷりんたー
thermal paper,さーまるぺーぱー
thermal relay,さーまるりれー
thermistor,さーみすたー
therm,さーむ
cermet (ceramic metal),さーめっと
sperm,さーめん
semen,さーめん
cum,さーめん
semen (ger: Samen),ざーめん
seed,ざーめん
thermo-,さーも
thermo inner,さーもいんなー
inner lining (e.g. of ski boots) that is thermally molded to fit,さーもいんなー
thermoelement,さーもえれめんと
thermocouple,さーもかっぷる
thermocolor,さーもからー
thermography,さーもぐらふぃー
thermoconcrete,さーもこんくりーと
thermostat,さーもすたっと
thermometer,さーもめーた
