Sakhalin,さはりん
zeitgeist (ger: Zeitgeist),つぁいとがいすと
dual drive,づあるうんてん
tweeter (audio equipment),つぃーたー
tweeter (audio equipment),ついーたー
tweed,ついーど
cycle (e.g. of songs) (ger: Zyklus),つぃくるす
Zyklon B,つぃくろんびー
twister (e.g. the game),ついすたー
twist (dance),ついすと
twist drill,ついすとどりる
twisted pair,ついすとぺあ
twisted pair cable,ついすとぺあけーぶる
zither,つぃたー
Twitter,ついったー
twill (fabric),ついる
twin,ついん
twin cam,ついんかむ
pigtails (和製: twin tail),ついんてーる
cymbalom (large Hungarian dulcimer),つぃんばろむ
cimbalom,つぃんばろむ
cymbalom (large Hungarian dulcimer),つぃんばろん
cimbalom,つぃんばろん
twin bed,ついんべっど
twin leaky bucket,ついんりーきーばけっと
double room,ついんるーむ
twin room,ついんるーむ
two,つー
two-handed sword (ger: zweihander),つヴぁいはんだー
two-way,つーうえー
two-way speaker,つーうえーすぴーかー
Tu-Ka (name of a KDDI mobile phone operation),つーかー
on such good terms as to know what each other is thinking,つーかーのなか
bike-commuter,つーきにすと
two runs of a television series (和製: two cours),つーくーる
two-cycle engine,つーさいくるえんじん
photograph of two people, usu. male and female (和製: two shot),つーしょっと
two-step,つーすてっぷ
pigtails (和製: two tail),つーてーる
to be quick to take a hint,つーといえばかーだ
to be very responsive,つーといえばかーだ
to be quick on the uptake,つーといえばかーだ
two-tone,つーとーん
two tops,つーとっぷ
two-tone coloring,つーとんからー
two-by-four (e.g. method),つーばいふぉー
wood frame construction,つーばいふぉーこうほう
(women's) two piece suit (和製: two piece),つーぴーす
two-beat,つーびーと
two-platoon system,つーぷらとーんしすてむ
double (baseball) (和製: two base),つーべーす
two-base hit,つーべーすひっと
tourist,つーりすと
tourist class,つーりすとくらす
tourist bureau,つーりすとびゅーろー
touring,つーりんぐ
tooling,つーりんぐ
touring car,つーりんぐかー
tool (esp. software, etc.),つーる
tour (e.g. Tour de France),つーる
toolkit,つーるきっと
tool server,つーるさーば
tool set,つーるせっと
Tour de ... (e.g. Tour de France),つーるど
Tour de France,つーるどふらんす
toolbar,つーるばー
tool-bar,つーるばー
tool box,つーるぼっくす
toolholder,つーるほるだー
tsetse fly,つぇつぇばえ
tsetse fly,つぇつぇばえ
Zeppelin airship,つぇっぺりんひこうせん
TSENG,つぇん
megapode (any bird of family Megapodiidae, inc. brush turkeys and mallee fowl),つかつくり
mound builder,つかつくり
Japanese zelkova (species of elm-like tree, Zelkowa serrata),つき
furnished with,つき
including,つき
attached to,つき
impression,つき
appearance,つき
luck,つき
sociality,つき
under,つき
assistant (e.g. to a manager),つき
soup base,つき
stay well (on),つきがいい
lucky,つきがいい
to have fortune come your way,つきがまわる
to become lucky,つきがまわる
not staying on well,つきがわるい
not sticking on well,つきがわるい
unlucky,つきがわるい
trumpet honeysuckle,つきぬきにんどう
Lonicera sempervirens,つきぬきにんどう
Asian black bear (Selenarctos thibetanus),つきのわぐま
moon bear,つきのわぐま
common shelduck (Tadorna tadorna),つくしがも
Tsukushi rhododendron,つくししゃくなげ
Rhododendron metternichii var.,つくししゃくなげ
Buckleya lanceolata (species of parasitic deciduous shrub),つくばね
petunia,つくばねあさがお
twin-flowering abelia (Abelia spathulata),つくばねうつぎ
Quercus sessilifolia (species of oak),つくばねがし
Paris tetraphylla (flowering plant closely related to herb Paris),つくばねそう
thrush (esp. the dusky thrush, Turdus naumanni),つぐみ
common mushroom (Agaricus bisporus),つくりたけ
Japanese box tree (Buxus microphylla var. japonica),つげ
Japanese boxwood,つげ
the bill will come due (expression used to imply that someone will eventually have to pay the price for their misdeeds),つけがまわってくる
Tsushima marten (Martes melampus tsuensis, a subspecies of the Japanese marten),つしまてん
Tsushima cat (variety of leopard cat, Prionailurus bengalensis euptailurus),つしまやまねこ
poison ivy,つたうるし
rhus ambigua,つたうるし
Tutankamen,つたんかーめん
wrinkled frog (Rana rugosa),つちがえる
Baird's beaked whale (Berardius bairdii),つちくじら
barometer earthstar (Astraeus hygrometricus),つちぐり
mythical snake-like creature,つちのこ
tsuchinoko,つちのこ
scoliid wasp (any wasp of family Scoliidae),つちばち
aardvark (Orycteropus afer),つちぶた
chigger,つつがむし
jigger,つつがむし
harvest mite (any mite of family Trombiculidae),つつがむし
scrub typhus,つつがむしびょう
tsutsugamushi disease,つつがむしびょう
Ericaceae (plant family),つつじか
heath,つつじか
the order Ericales (plant),つつじもく
Oriental cuckoo (Cuculus saturatus),つつどり
delinquent youth,つっぱり
delinquent youngster,つっぱり
Chinese moonseed (Sinomenium acutum),つづらふじ
Menispermaceae (moonseed family of plants),つづらふじか
Menispermaceae (moonseed family of plants),つづらふじか
today,つでー
tuna (usu. refers to canned tuna),つな
tuna sandwich,つなさんど
mixture of mayonnaise and canned tuna, used on bread, pasta, etc.,つなまよねーず
Alaska plaice (Pleuronectes quadrituberculatus),つのがれい
hornworts (non-vascular plants of order Anthocerotopsida),つのごけるい
dogfish (any shark of family Squalidae),つのざめ
treehopper (any insect of family Membracidae, esp. the species Orthobelus flavipes),つのぜみ
Moorish Idol fish (Zanclus cornutus),つのだし
horned lizard,つのとかげ
horned toad,つのとかげ
Japanese hazel,つのはしばみ
corylus sieboldiana,つのはしばみ
horned puffin (Fratercula corniculata),つのめどり
dinoflagellate of genus Ceratium,つのも
tree shrew (order Scandentia, esp. family Tupaiidae) (may: tupai),つぱい
common tree shrew (Tupaia glis),つぱい
nectarine,つばいもも
common camellia,つばき
Camellia japonica,つばき
Theaceae (plant family),つばきか
tea,つばきか
the order Theales (plant),つばきもく
swallow (bird of the Hirundinidae family),つばめ
martin,つばめ
barn swallow (Hirundo rustica),つばめ
younger man involved with an older woman,つばめ
swallow's nest,つばめのす
swift's nest (used to make bird's nest soup),つばめのす
tuberculin (ger: Tuberkulin),つべるくりん
tuberculin test,つべるくりんはんのう
chytrid (any simple, algaelike fungi of order Chytridiales),つぼかび
tubocurarine,つぼくらりん
to hit the bullseye (of tastes, humour, etc.),つぼる
green rice leafhopper (Nephotettix cincticeps),つまぐろよこばい
Japanese sparrowhawk (Accipiter gularis),つみ
to close up (editing mark),つめ
cheyletid (any mite of the family Cheyletidae),つめだに
tomorrow,つもろー
Asiatic dayflower (Commelina communis),つゆくさ
hairpiece,づら
wig,づら
bee fly (any insect of family Bombyliidae),つりあぶ
tree,つりー
tree structure,つりーこうぞう
tree doctor,つりーどくたー
thulium (Tm),つりうむ
Korean spindletree,つりばな
euonymus oxyphyllus,つりばな
crane (any bird of the family Gruidae, esp. the red-crowned crane, Grus japonensis),つる
Celastrus orbiculatus,つるうめもどき
small cranberry (Vaccinium oxycoccos),つるこけもも
Scilla scilloides (species of squill),つるぼ
zebra sole (Zebrias zebrinus),つるまき
bitter melon (Momordica charantia),つるれいし
Tungus (Tungusic-speaking people, esp. the Evenki),つんぐーす
Tungusic language (esp. Evenki),つんぐーすご
Tungusic languages,つんぐーすしょご
being on the surface sharp and sarcastic (tsuntsun) but underneath lovestruck and fawning (deredere),つんでれ
characteristic of a gap between acted out actions and feelings in mind,つんでれ
normally being sharp but at some prompt suddenly becoming lovestruck,つんでれ
hot-cold personality type,つんでれ
cold desert,つんどら
tundra,つんどら
theater,てあとる
theatre,てあとる
theater,てあとろ
theatre,てあとろ
dirndl (traditional women's clothing of Southern Germany and Austria),であんどる
tea,てぃ
day,でぃ
day,でい
deer,でぃあ
dear,でぃあ
tiered skirt,てぃあーどすかーと
diaspora,でぃあすぽら
diatessaron (the four Gospels woven into a single narrative),でぃあてっさろん
diabolo,でぃあぼろ
tiara,てぃあら
tea,てぃー
DIX,でぃーあいえっくす
tee-up,てぃーあっぷ
teeing (golf),てぃーあっぷ
DES,でぃーいーえす
DEK,でぃーいーけー
TA,てぃーえー
DAO,でぃーえーおー
DAP,でぃーえーぴー
TAPI,てぃーえーぴーあい
TSR,てぃーえすあーる
DSS,でぃーえすえす
D-STN,でぃーえすてぃえぬ
DSP,でぃーえすぴー
DSU,でぃーえすゆー
DX2,でぃーえっくすつー
DX4,でぃーえっくすふぉー
designated hitter,でぃーえっち
DNS,でぃーえぬえす
tnn,てぃーえぬえぬ
TFT,てぃーえふてぃー
direct mail,でぃーえむ
DMA,でぃーえむえー
DLL,でぃーえるえる
tee off,てぃーおふ
teacup,てぃーかっぷ
teeing ground,てぃーぐらうんど
technical knockout,てぃーけーおー
TKO,てぃーけーおー
tea cozy,てぃーこぜー
tea cosy,てぃーこぜー
DCOM,でぃーこむ
DCI,でぃーしーあい
DCE,でぃーしーいー
DCNA,でぃーしーえぬえー
TCP-IP,てぃーしーぴーあいぴー
tee shot (golf),てぃーしょっと
teaspoon,てぃーすぷーん
T3,てぃーすりー
tea set,てぃーせっと
diesel,でぃーぜる
diesel engine,でぃーぜるえんじん
diesel locomotive,でぃーぜるかー
diesel powered car,でぃーぜるかー
diesel engine,でぃーぜるきかん
diesel locomotive,でぃーぜるきかんしゃ
diesel powered car,でぃーぜるじどうしゃ
diesel electric car,でぃーぜるでんきしゃ
diesel locomotive,でぃーぜるどうしゃ
T-ZONE,てぃーぞーん
teach-in,てぃーちいん
teacher,てぃーちゃ
teacher,てぃーちゃー
teaching machine,てぃーちんぐましん
DTE,でぃーてぃーいー
DDE,でぃーでぃーえー
DDX,でぃーでぃーえっくす
DDX-TP,でぃーでぃーえっくすてぃーぴー
DDX-P,でぃーでぃーえっくすぴー
DDN,でぃーでぃーえぬ
DTM,でぃーてぃーえむ
TDMA,てぃーでぃーえむえー
DDL,でぃーでぃーえる
DTP,でぃーてぃーぴー
tea party,てぃーぱーてぃー
tea bag,てぃーばっぐ
tee batting,てぃーばってぃんぐ
dpi,でぃーぴーあい
film processing (developing, printing, enlarging),でぃーぴーいー
DPE,でぃーぴーいー
TPC,てぃーぴーしー
TPC-C,てぃーぴーしーしー
TP monitor,てぃーぴーもにた
deep,でぃーぷ
deep dive,でぃーぷ・だいぶ
deep ecology,でぃーぷえころじー
French kiss (和製: deep kiss),でぃーぷきす
deep space,でぃーぷすぺーす
deep throat (i.e. a concealed informant),でぃーぷすろーと
deep throat (i.e. deeply penetrative fellatio),でぃーぷすろーと
deep dive,でぃーぷだいぶ
deep link,でぃーぷりんく
dBASE,でぃーべーす
teapot,てぃーぽっと
team,てぃーむ
daemon,でぃーもん
dealer,でぃーらー
DRAM,でぃーらむ
dealing,でぃーりんぐ
dealing room,でぃーりんぐるーむ
tearoom,てぃーるーむ
TROFF,てぃーろふ
T1,てぃーわん
teen,てぃーん
dean,でぃーん
teen-age,てぃーんえいじ
teenager,てぃーんえいじゃー
teen-age,てぃーんえーじ
teenager,てぃーんえーじゃ
teenager,てぃーんえーじゃー
teens,てぃーんず
deindustrialization,でぃいんだすとりあらいぜーしょん
divertissement (dance),でぃヴぇるてぃすまん
divertimento,でぃヴぇるてぃめんと
Dionysus (gre: Dionysos),でぃおにそす
Dionysus (gre: Dionysos),でぃおにゅそす
Dionysian,でぃおにゅそすてき
diopter,でぃおぷたー
diorama,でぃおらま
DION,でぃおん
Asiatic jasmine (Trachelospermum asiaticum),ていかかずら
Asian jasmine,ていかかずら
teikade,ていかで
Dickinsonia,でぃきんそにあ
take,ていく
take-away food,ていくあうと
take-out,ていくあうと
take-over,ていくおーばー
take-over bid,ていくおーばーびっど
take-off,ていくおふ
dictionary,でぃくしょなり
dictionary,でぃくしょなりー
dictionary property,でぃくしょなりぷろぱてぃ
diction,でぃくしょん
dictation,でぃくてーしょん
dignity,でぃぐにてぃ
dignity,でぃぐにてぃー
to take back,ていくばっく
teeing ground (golf),てぃぐらうんど
degree,でぃぐりー
degree-day,でぃぐりーでー
day care,でいけあ
day-care center,でいけあせんたー
decay,でぃけい
ticket,てぃけっと
Indian coral tree (Erythrina variegata),でいこ
Indian coral tree (Erythrina variegata),でいご
decoder,でぃこーだー
deconstruction,でぃこんすとらくしょん
dither,でぃざ
nursing in the home by visiting nurses (和製: day service),でいさーびす
dacite,でいさいと
Tay-Sachs disease,ていさっくすびょう
dither method,でぃざほう
dithering,でぃざりんぐ
daisy-chain,でいじーちぇーん
daisywheel printer,でいじーほいーるぷりんた
digital camera,でぃじかめ
decision tree,でぃしじょんつりー
decision point,でぃしじょんぽいんと
digitize,でぃじたらいず
digital,でぃじたる
digital-to-analog converter,でぃじたるあなろぐへんかんき
DA converter,でぃじたるあなろぐへんかんき
DAC,でぃじたるあなろぐへんかんき
Digital Equipment,でぃじたるいくいっぷめんと
digitization,でぃじたるか
digital line,でぃじたるかいせん
digital,でぃじたるけいすうがた
recognition time,でぃじたるけんしゅつちえんじかん
digital signature,でぃじたるしょめい
digital signal,でぃじたるしんごう
digital data,でぃじたるでーた
optical disk,でぃじたるひかりでぃすく
digital optical disk,でぃじたるひかりでぃすく
digital video disk,でぃじたるびでおでぃすく
DVD,でぃじたるびでおでぃすく
digital representation,でぃじたるひょうげん
